3617.5,209.88
3627.9,207.99
3638.3,206.13
3648.6,204.29
3658.7,202.48
3668.8,200.7
3678.8,198.95
3688.7,197.22
3698.5,195.52
3708.2,193.84
3717.9,192.18
3727.5,190.55
3736.9,188.94
3746.3,187.35
3755.7,185.78
3764.9,184.24
3774.1,182.71
3783.2,181.2
3792.2,179.71
3801.2,178.24
3810,176.79
3818.8,175.36
3827.6,173.94
3836.2,172.54
3844.8,171.16
3853.3,169.79
3861.8,168.44
3870.2,167.1
3878.5,165.78
3886.8,164.47
3894.9,163.18
3903.1,161.9
3911.1,160.64
3919.1,159.39
3927.1,158.15
3934.9,156.93
3942.8,155.72
3950.5,154.52
3958.2,153.33
3965.8,152.15
3973.4,150.99
3980.9,149.84
3988.4,148.7
3995.8,147.57
4003.2,146.45
4010.4,145.34
4017.7,144.24
4024.9,143.15
4032,142.07
4039.1,141
4046.1,139.94
4053.1,138.89
4060,137.85
4066.8,136.82
4073.7,135.8
4080.4,134.78
4087.1,133.78
4093.8,132.78
4100.4,131.79
4107,130.81
4113.5,129.84
4120,128.87
4126.4,127.92
4132.7,126.97
4139.1,126.02
4145.3,125.09
4151.6,124.16
4157.8,123.24
4163.9,122.32
4170,121.42
4176,120.52
4182,119.62
4188,118.73
4193.9,117.85
4199.8,116.98
4205.6,116.11
4211.4,115.25
4217.1,114.39
4222.8,113.54
4228.5,112.69
4234.1,111.85
4239.7,111.02
4245.2,110.19
4250.7,109.37
4256.1,108.55
4261.5,107.74
4266.9,106.93
4272.2,106.13
4277.5,105.33
4282.8,104.54
4288,103.75
4293.1,102.96
4298.3,102.19
4303.3,101.41
4308.4,100.64
4313.4,99.879
4318.4,99.119
4323.3,98.364
4328.2,97.612
4333.1,96.865
4337.9,96.122
4342.7,95.383
4347.4,94.648
4352.2,93.917
4356.8,93.19
4361.5,92.467
4366.1,91.748
4370.6,91.032
4375.2,90.321
4379.7,89.612
4384.1,88.908
4388.6,88.207
4393,87.509
4397.3,86.815
4401.6,86.124
4405.9,85.437
4410.2,84.753
4414.4,84.072
4418.6,83.395
4422.7,82.721
4426.9,82.049
4430.9,81.381
4435,80.716
4439,80.054
4443,79.395
4446.9,78.739
4450.9,78.086
4454.8,77.435
4458.6,76.787
4462.4,76.142
4466.2,75.5
4470,74.861
4473.7,74.224
4477.4,73.589
4481.1,72.957
4484.7,72.328
4488.3,71.702
4491.9,71.077
4495.4,70.456
4498.9,69.836
4502.4,69.219
4505.8,68.605
4509.2,67.992
4512.6,67.382
4516,66.775
4519.3,66.169
4522.6,65.566
4525.9,64.964
4529.1,64.365
4532.3,63.768
4535.5,63.173
4538.6,62.58
4541.7,61.989
4544.8,61.4
4547.9,60.813
4550.9,60.227
4553.9,59.644
4556.8,59.063
4559.8,58.483
4562.7,57.905
4565.6,57.329
4568.4,56.755
4571.2,56.182
4574,55.612
4576.8,55.043
4579.5,54.475
4582.2,53.91
4584.9,53.346
4587.6,52.783
4590.2,52.222
4592.8,51.663
4595.4,51.105
4597.9,50.549
4600.4,49.994
4602.9,49.441
4605.4,48.889
4607.8,48.339
4610.2,47.79
4612.6,47.242
4614.9,46.696
4617.2,46.151
4619.5,45.608
4621.8,45.066
4624,44.525
4626.2,43.985
4628.4,43.447
4630.6,42.909
4632.7,42.373
4634.8,41.839
4636.9,41.305
4639,40.773
4641,40.242
4643,39.711
4644.9,39.182
4646.9,38.654
4648.8,38.128
4650.7,37.602
4652.6,37.077
4654.4,36.553
4656.2,36.03
4658,35.509
4659.8,34.988
4661.5,34.468
4663.2,33.949
4664.9,33.431
4666.6,32.914
4668.2,32.398
4669.8,31.882
4671.4,31.368
4672.9,30.854
4674.5,30.342
4676,29.83
4677.4,29.318
4678.9,28.808
4680.3,28.298
4681.7,27.79
4683.1,27.281
4684.4,26.774
4685.8,26.267
4687.1,25.761
4688.3,25.256
4689.6,24.752
4690.8,24.248
4692,23.744
4693.2,23.242
4694.3,22.74
4695.5,22.238
4696.6,21.738
4697.6,21.237
4698.7,20.738
4699.7,20.239
